filename,Original Area,Original Perimeter,Original m10,Original m01,Original m11,Original m20,Original m02,Convex Hull Area,Convex Hull Perimeter,Convex Hull m10,Convex Hull m01,Convex Hull m11,Convex Hull m20,Convex Hull m02,# of Deficits,Area of Deficits
00000156.png,3509.5,292.9531705379486,159943.16666666666,238408.8333333333,10808752.125,7538498.083333333,20267442.25,3509.5,292.9531705379486,159943.16666666666,238408.8333333333,10808752.125,7538498.083333333,20267442.25,9,1019.5000000000009
00000157.png,4089.0,303.7592318058014,190646.3333333333,286877.5,13327412.75,9295588.833333332,24846362.166666664,4089.0,303.7592318058014,190646.3333333333,286877.5,13327412.75,9295588.833333332,24846362.166666664,7,1455.0000000000018
00000158.png,4743.0,314.99319064617157,226571.66666666666,346213.0,16544048.5,11501274.166666666,30642900.666666664,4743.0,314.99319064617157,226571.66666666666,346213.0,16544048.5,11501274.166666666,30642900.666666664,8,2395.0000000000023
00000159.png,5250.5,323.31171548366547,257824.66666666666,391270.0,19281993.458333332,13639143.083333332,34953969.25,5250.5,323.31171548366547,257824.66666666666,391270.0,19281993.458333332,13639143.083333332,34953969.25,12,2721.4999999999977
00000160.png,5530.0,326.47855734825134,273480.0,416230.6666666666,20609565.916666664,14733160.666666666,37227310.166666664,5530.0,326.47855734825134,273480.0,416230.6666666666,20609565.916666664,14733160.666666666,37227310.166666664,11,2870.0
00000161.png,5649.5,328.7344435453415,273713.6666666666,429110.5,20691026.625,14591453.083333332,38552370.75,5649.5,328.7344435453415,273713.6666666666,429110.5,20691026.625,14591453.083333332,38552370.75,9,2924.0
00000162.png,5807.5,331.09831643104553,276542.1666666666,442723.3333333333,20905355.291666664,14602453.583333332,39911397.08333333,5807.5,331.09831643104553,276542.1666666666,442723.3333333333,20905355.291666664,14602453.583333332,39911397.08333333,9,3184.500000000002
00000163.png,5670.5,329.3485164642334,262502.5,433047.1666666666,19773785.625,13499973.083333332,39064206.916666664,5670.5,329.3485164642334,262502.5,433047.1666666666,19773785.625,13499973.083333332,39064206.916666664,9,3228.999999999999
00000164.png,5579.5,327.2350472211838,246962.66666666666,423467.3333333333,18334963.791666664,12215823.25,38076071.58333333,5579.5,327.2350472211838,246962.66666666666,423467.3333333333,18334963.791666664,12215823.25,38076071.58333333,11,3205.5
00000165.png,5231.5,320.9833858013153,227728.8333333333,393558.3333333333,16740381.875,10967715.583333332,35214840.25,5231.5,320.9833858013153,227728.8333333333,393558.3333333333,16740381.875,10967715.583333332,35214840.25,12,2831.499999999999
00000166.png,4701.0,314.07287669181824,199459.5,347390.0,14396393.583333332,9234647.0,30767733.166666664,4701.0,314.07287669181824,199459.5,347390.0,14396393.583333332,9234647.0,30767733.166666664,11,2357.0000000000005
00000167.png,4111.5,304.3982027769089,171927.66666666666,299920.8333333333,12312431.875,7693937.75,26415034.583333332,4111.5,304.3982027769089,171927.66666666666,299920.8333333333,12312431.875,7693937.75,26415034.583333332,10,1972.5000000000005
00000168.png,3746.0,296.4815944433212,158858.66666666666,265512.6666666666,11056252.25,7090852.0,23074271.833333332,3746.0,296.4815944433212,158858.66666666666,265512.6666666666,11056252.25,7090852.0,23074271.833333332,12,1691.4999999999982
00000169.png,3303.5,289.4417095184326,140031.0,229509.8333333333,9575495.958333332,6167598.916666666,19732690.416666664,3303.5,289.4417095184326,140031.0,229509.8333333333,9575495.958333332,6167598.916666666,19732690.416666664,12,1363.5
00000170.png,3202.0,285.4625189304352,139599.8333333333,214515.66666666666,9201962.75,6281583.833333333,18054712.0,3202.0,285.4625189304352,139599.8333333333,214515.66666666666,9201962.75,6281583.833333333,18054712.0,10,1145.999999999999
00000171.png,3168.5,284.08280897140503,143721.5,207114.5,9256770.541666666,6708307.583333333,17087529.583333332,3168.5,284.08280897140503,143721.5,207114.5,9256770.541666666,6708307.583333333,17087529.583333332,11,956.0000000000009
00000172.png,3745.5,287.61981523036957,165153.5,248415.0,10713272.708333332,7621783.25,20391393.25,3745.5,287.61981523036957,165153.5,248415.0,10713272.708333332,7621783.25,20391393.25,9,1386.4999999999998
00000173.png,4363.5,296.29330015182495,191930.8333333333,303362.8333333333,13133635.375,8978752.916666666,25630395.583333332,4363.5,296.29330015182495,191930.8333333333,303362.8333333333,13133635.375,8978752.916666666,25630395.583333332,11,1853.500000000001
